FORMNO	CHILDID	CDINT	EVERSCH	ENRSCH	SINGLSEX	SCTYPE	GRADNOW	TMSCHMIN	TRANSSCH	DANGSCH	SCHRISK1	SCHRISK2	SCHRISK3	MISSCH	WMISSC1	WMISSC2	WMISSC3	SEAMIS01	SEAMIS02	SEAMIS03	BESTSCH1	BESTSCH2	BESTSCH3	WORSTSC1	WORSTSC2	WORSTSC3	VNEXCLSS	VNYEXCL1	VNYEXCL2	VNYEXCL3	AMEXSC01	AMEXSC02	AMEXSC03	AMEXSC04	AMEXSC05	AMEXSC06	AMEXSC07	AMEXSC08	TEXCLS01	TEXCLS02	TEXCLS03	TEXCLS04	TEXCLS05	TEXCLS06	TEXCLS07	TEXCLS08	VNYATEX1	VNYATEX2	VNYATEX3	VNENJEXC	VNYNOENJ	VNEXCUSE	GRADCOMP	AGESTOP	XSINGLSX	XSCTYPE	XTMSCHMN	XTRNSSCH	XDANGSCH	XSCHRISK	SCHWHY1	SCHWHY2	SCHWHY3	CSLEEP	CCHCARE	CHHCHORE	CNPAYWRK	CPAYWORK	CSCHOOL	CSTUDY	CPLAY	CHLDWORK	PAYLIKE1	PAYLIKE2	PAYLIKE3	PYNOLIK1	PYNOLIK2	PYNOLIK3	SCHWRK	SCHMISS	WRKINJ	WRKINJ1	WRKINJ2	WRKINJ3	PPVTLOW	PPVTHIGH	STRTHRPP	STRTMNPP	PPVT001	PPVT002	PPVT003	PPVT004	PPVT005	PPVT006	PPVT007	PPVT008	PPVT009	PPVT010	PPVT011	PPVT012	SET01ERR	PPVT013	PPVT014	PPVT015	PPVT016	PPVT017	PPVT018	PPVT019	PPVT020	PPVT021	PPVT022	PPVT023	PPVT024	SET02ERR	PPVT025	PPVT026	PPVT027	PPVT028	PPVT029	PPVT030	PPVT031	PPVT032	PPVT033	PPVT034	PPVT035	PPVT036	SET03ERR	PPVT037	PPVT038	PPVT039	PPVT040	PPVT041	PPVT042	PPVT043	PPVT044	PPVT045	PPVT046	PPVT047	PPVT048	SET04ERR	PPVT049	PPVT050	PPVT051	PPVT052	PPVT053	PPVT054	PPVT055	PPVT056	PPVT057	PPVT058	PPVT059	PPVT060	SET05ERR	PPVT061	PPVT062	PPVT063	PPVT064	PPVT065	PPVT066	PPVT067	PPVT068	PPVT069	PPVT070	PPVT071	PPVT072	SET06ERR	PPVT073	PPVT074	PPVT075	PPVT076	PPVT077	PPVT078	PPVT079	PPVT080	PPVT081	PPVT082	PPVT083	PPVT084	SET07ERR	PPVT085	PPVT086	PPVT087	PPVT088	PPVT089	PPVT090	PPVT091	PPVT092	PPVT093	PPVT094	PPVT095	PPVT096	SET08ERR	PPVT097	PPVT098	PPVT099	PPVT100	PPVT101	PPVT102	PPVT103	PPVT104	PPVT105	PPVT106	PPVT107	PPVT108	SET09ERR	PPVT109	PPVT110	PPVT111	PPVT112	PPVT113	PPVT114	PPVT115	PPVT116	PPVT117	PPVT118	PPVT119	PPVT120	SET10ERR	PPVT121	PPVT122	PPVT123	PPVT124	PPVT125	PPVT126	PPVT127	PPVT128	PPVT129	PPVT130	PPVT131	PPVT132	SET11ERR	PPVT133	PPVT134	PPVT135	PPVT136	PPVT137	PPVT138	PPVT139	PPVT140	PPVT141	PPVT142	PPVT143	PPVT144	SET12ERR	PPVT145	PPVT146	PPVT147	PPVT148	PPVT149	PPVT150	PPVT151	PPVT152	PPVT153	PPVT154	PPVT155	PPVT156	SET13ERR	PPVT157	PPVT158	PPVT159	PPVT160	PPVT161	PPVT162	PPVT163	PPVT164	PPVT165	PPVT166	PPVT167	PPVT168	SET14ERR	PPVT169	PPVT170	PPVT171	PPVT172	PPVT173	PPVT174	PPVT175	PPVT176	PPVT177	PPVT178	PPVT179	PPVT180	SET15ERR	PPVT181	PPVT182	PPVT183	PPVT184	PPVT185	PPVT186	PPVT187	PPVT188	PPVT189	PPVT190	PPVT191	PPVT192	SET16ERR	PPVT193	PPVT194	PPVT195	PPVT196	PPVT197	PPVT198	PPVT199	PPVT200	PPVT201	PPVT202	PPVT203	PPVT204	SET17ERR	FINHRPP	FINMNPP	CEILING	MINERR	language1	language2	source	score_ppvt	rscorelang_ppvt	CONDPP	YNOADQ01	YNOADQ02	PPFWLANG	PPCDLANG	STRTHRWM	STRTMRWM	LEVLREAD	LEVLWRIT	MATH01	MATH02	MATH03	MATH04	MATH05	MATH06	MATH07	MATH08	MATH09	MATH10	score_math	rscorelang_math	FINHRRWM	FINMNRWM	CONDRWAQ	YNORWM01	YNORWM02	CHEALTHY	CFODFRQ1	CFODFRQ2	CFODFRQ3	CFODFRQ4	CFODFRQ5	CFODFRQ6	CFODFRQ7	CFOODTOT	CFDDIV01	CFDDIV02	CFDDIV03	CFDDIV04	CFDDIV05	CFDDIV06	CFDDIV07	CFDDIV08	CFDDIV09	CFDDIV10	CFDDIV11	CFDIVTOT	MENARCHE	VOICE	HAIRCHIN	CANYHELP	WHOHELP	CHELP01	CHELP02	CHELP03	CHELP04	CHELP05	CHELP06	FRIEND	LEAD	INCGAME	HARDTALK	HELPCHLD	UNDERFIF	WORKWITH	WOTALK	WOHELP	PAYTALK	GRPMEM01	GRPMEM02	GRPMEM03	GRPMEM04	GRPMEM05	GRPMEM06	GRPMEM08	GRPATT01	GRPATT02	GRPATT03	GRPATT04	GRPATT05	GRPATT06	GRPATT08	CFAMSON	CLADDER	CFARLAD	CHLPMV1	CHLPMV2	CHLPMV3	CHLPDWN1	CHLPDWN2	CHLPDWN3	CFAMDTR	CSCUSEFL	CNSCUSE	CHFUTURE	CGRDLIKE	CEXPGRAD	CYDRPOT1	CYDRPOT2	CYDRPOT3	TR1	TR2	TR3	SV1	SV2	TR4	SV5	SV6	AG1	AG2	AG3	PS1	PS2	PS7	PS3	SD1	SD2	WHYBAD1	WHYBAD2	WHYBAD3	PS4	PS8	SD3	AG4	SD4	PS5	SD5	TEABAD1	TEABAD2	TEABAD3	PS6	AG5	PS9	OBEY	NOTALK	LOVED	NOSUPP	SPEAK	FAIRPUN	SISLESS	TIMATT	BROLESS	BROFREE	SISFREE	PARWOR	DECISION	PARDEC	WHATDEC	MINDS	AMBITION	CCIRCUM1	CCIRCUM2	CREAS1	CREAS2	CRELCIRC
R28YRS	VN201023	12/17/2006	1	1	0	3	6	15	9	1	3	88	88	0	88	88	88	88	88	88	1	5	3	16	28	88	1	88	88	88	4	0	0	0	0	0	4	0	3	99	99	99	99	99	3	99	2	5	3	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	0	0	4	5	6	0	88	88	88	88	88	88	1	0	1	4	88	88	85	204	11	39	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	4	1	4	3	1	4	2	3	2	3	1	1	2	2	2	4	4	1	3	4	1	2	1	3	2	4	2	3	3	2	1	2	2	1	2	4	3	2	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	1	4	4	2	3	2	3	0	4	3	2	3	1	1	4	1	2	2	1	4	1	2	2	4	3	4	4	2	1	4	2	3	3	2	4	2	1	3	2	2	3	2	4	3	4	1	2	1	1	3	4	1	3	2	3	2	4	4	2	4	1	2	3	1	1	4	3	1	4	4	3	2	2	12	0	204	16	1	1	3	154	331.69287109375	1	88	88	41	41	12	0	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	12	10	1	88	88	1	0	1	0	1	0	1	1	4	1	0	0	1	1	1	1	1	0	1	1	8	88	9	0	1	1	1	0	1	0	1	1	4	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	4	6	99	99	99	17	18	88	2	1	88	42	14	0	11	88	88	2	1	2	2	1	4	1	2	1	4	1	2	3	4	2	3	4	88	88	88	4	4	3	1	4	2	4	88	88	88	88	88	88	1	3	1	4	3	2	88	2	3	4	88	3	0	88	88	88	42	3	4	16	31	3
R28YRS	VN201024	12/15/2006	1	1	0	3	7	5	1	0	88	88	88	0	88	88	88	88	88	88	10	9	5	29	88	88	1	88	88	88	4	0	0	6	0	0	0	0	1	99	99	1	99	99	99	99	6	2	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	0	0	5	4	5	0	88	88	88	88	88	88	1	0	0	88	88	88	97	204	9	8	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	2	4	3	4	4	3	4	1	2	1	3	1	4	2	3	3	2	1	3	1	1	2	4	3	3	2	4	3	1	3	1	2	1	4	1	4	3	1	4	2	1	4	1	1	4	4	2	3	2	3	1	4	3	2	3	1	4	4	1	2	2	1	4	1	2	1	4	2	4	4	4	2	4	4	3	4	6	4	2	1	3	4	2	3	2	1	3	4	1	0	4	1	3	4	1	3	2	3	2	3	1	1	2	3	2	3	4	1	4	3	1	4	2	3	2	2	9	28	204	17	1	1	3	153	328.504760742188	1	88	88	41	41	9	28	4	3	419	45	8	2	2	4	2	4	4	20	6	243.601669311523	9	38	1	88	88	1	0	1	1	1	0	1	1	5	1	0	0	1	0	1	1	1	1	1	1	8	88	0	0	1	1	1	1	1	1	1	1	10	3	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	7	8	1	17	18	17	7	88	2	1	88	44	14	0	11	2	88	2	2	2	1	1	1	1	1	2	1	1	1	3	2	1	1	3	88	88	88	4	4	1	1	2	2	3	88	88	88	88	88	88	1	2	2	3	2	2	3	3	3	3	3	4	0	88	88	88	43	3	4	9	8	4
R28YRS	VN201025	12/17/2006	1	1	0	3	6	10	1	0	88	88	88	0	88	88	88	88	88	88	10	11	88	16	88	88	1	88	88	88	4	0	0	4	0	0	4	0	1	99	99	1	99	99	1	99	2	9	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	12	0	0	0	0	4	4	4	0	88	88	88	88	88	88	1	0	0	88	88	88	73	204	9	23	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	4	4	3	4	1	1	4	1	1	4	1	2	1	2	2	3	1	6	2	1	4	4	4	4	3	4	3	2	1	3	4	1	2	3	3	1	1	4	2	2	2	4	3	2	2	4	3	2	1	1	2	3	4	1	3	3	3	3	2	1	4	1	2	4	2	2	2	2	2	4	4	4	1	3	2	1	4	4	3	4	4	4	8	2	4	3	3	4	1	4	2	3	4	4	3	7	4	2	1	3	1	1	3	2	4	1	4	1	4	2	2	3	4	4	4	2	2	3	3	4	2	7	1	2	3	4	1	4	3	1	2	4	3	3	5	9	45	204	49	1	1	3	109	249.292617797852	1	88	88	41	41	9	45	4	3	319	45	8	4	2	4	2	3	7	60	4	208.296951293945	9	52	1	88	88	2	0	1	0	1	1	1	0	4	1	0	0	0	0	1	1	1	1	1	1	7	88	0	0	1	19	1	0	0	0	1	1	13	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	5	7	18	1	88	1	14	88	2	1	88	42	9	1	88	88	88	1	2	1	2	2	1	1	1	1	3	2	1	3	3	1	2	4	88	88	88	3	2	1	1	3	1	3	88	88	88	88	88	88	1	1	1	3	1	1	4	1	88	88	3	4	0	88	88	88	42	3	4	17	88	4
R28YRS	VN201030	12/19/2006	1	1	0	1	7	15	1	0	88	88	88	0	88	88	88	88	88	88	5	10	9	88	88	88	1	88	88	88	4	0	0	4	0	0	0	0	1	99	99	1	99	99	99	99	2	88	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	9	2	1	0	0	4	5	3	0	88	88	88	88	88	88	3	0	0	88	88	88	109	204	9	30	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	3	0	2	4	3	1	3	1	2	1	4	1	4	3	1	3	2	1	4	1	1	4	4	2	3	2	3	0	4	3	2	3	1	2	4	1	2	2	1	4	1	2	3	4	3	4	2	2	1	4	2	3	3	2	4	2	1	3	4	2	3	2	1	3	4	1	0	4	1	3	4	1	3	2	2	2	3	1	1	2	2	2	3	3	1	4	3	1	4	3	3	2	3	9	48	204	8	1	1	3	158	346.652435302734	1	88	88	41	41	9	48	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	19	56	1	88	88	3	0	1	1	1	0	1	0	4	1	1	0	1	1	1	1	1	0	1	1	9	88	11	0	1	2	1	1	0	0	1	0	8	3	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	2	7	17	18	88	14	88	88	2	1	88	42	14	77	88	88	88	3	3	1	2	1	3	3	2	1	1	1	2	3	4	2	2	4	88	88	88	3	3	2	1	2	3	3	88	88	88	88	88	88	1	4	4	4	1	1	3	2	3	3	3	4	0	88	88	88	42	3	3	88	88	4
R28YRS	VN201031	1/4/2007	1	1	0	3	7	10	2	0	88	88	88	0	88	88	88	88	88	88	10	5	1	28	15	16	1	88	88	88	4	0	0	4	0	0	4	0	2	99	99	2	99	99	1	99	2	6	3	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	9	0	1	0	0	5	7	2	0	88	88	88	88	88	88	1	0	0	88	88	88	109	204	16	20	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	4	2	3	3	1	1	4	2	1	2	4	3	0	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	1	4	2	2	3	2	3	1	4	3	2	3	1	1	4	1	2	2	1	4	1	2	4	4	3	1	1	2	1	4	2	3	3	2	4	2	1	3	1	2	3	2	1	3	4	1	1	1	3	3	4	3	3	2	4	1	3	1	1	5	4	2	3	1	1	4	4	1	4	4	3	2	2	16	35	204	12	1	1	3	158	346.652435302734	1	88	88	41	41	16	35	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	16	40	1	88	88	1	0	1	1	1	1	1	1	6	1	0	0	1	0	1	1	1	1	1	1	8	0	88	88	1	1	1	1	1	1	1	1	5	3	1	3	2	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	4	5	17	18	88	21	1	88	2	1	88	40	14	1	88	88	88	3	3	1	2	2	4	3	1	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	2	4	88	88	88	88	88	88	1	4	1	4	1	1	88	1	4	4	88	4	0	88	88	88	37	3	3	88	88	4
R28YRS	VN201032	12/30/2006	1	1	0	3	7	15	2	0	88	88	88	0	88	88	88	88	88	88	10	88	88	28	88	88	1	88	88	88	4	0	0	4	0	0	0	0	1	99	99	1	99	99	99	99	2	3	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	2	0	0	5	2	7	0	88	88	88	88	88	88	1	0	0	88	88	88	85	204	15	5	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	3	4	1	4	3	1	4	2	3	2	3	1	1	2	2	4	3	4	4	3	4	1	3	1	3	2	1	2	2	3	4	1	1	2	1	2	4	3	4	2	4	3	2	3	1	2	1	4	1	4	3	0	3	2	1	4	1	1	1	4	2	3	2	3	1	4	3	2	3	1	3	4	1	2	3	1	4	1	2	1	4	3	4	1	2	4	4	2	3	3	1	4	2	3	3	1	2	3	2	1	3	4	1	2	4	2	3	4	3	3	2	1	2	3	1	2	3	4	3	3	3	3	4	3	3	4	3	3	2	5	15	20	204	20	1	1	3	152	325.561889648438	1	88	88	41	41	15	20	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	15	30	1	88	88	2	0	1	1	1	1	1	0	5	1	1	1	0	0	0	1	1	1	1	1	8	0	88	88	1	1	1	0	0	0	1	1	5	3	1	2	2	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	4	6	18	88	88	17	88	88	2	1	88	44	12	0	11	88	88	3	2	1	1	1	2	1	2	2	3	1	2	3	3	2	1	3	88	88	88	3	2	1	1	3	2	3	88	88	88	88	88	88	2	3	4	4	3	1	2	3	88	88	2	4	0	88	88	88	32	2	3	23	88	4
R28YRS	VN201034	12/19/2006	1	1	0	3	7	15	2	0	88	88	88	0	88	88	88	88	88	88	10	1	88	16	24	88	1	88	88	88	3	0	0	3	0	0	0	0	1	99	99	1	99	99	99	99	3	6	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	0	0	0	5	5	6	0	88	88	88	88	88	88	1	0	0	88	88	88	73	204	17	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	4	4	1	4	4	1	3	1	3	3	3	1	5	2	2	1	3	4	4	3	4	1	1	1	3	3	4	2	3	3	4	1	3	1	1	2	4	3	3	2	4	3	3	3	2	2	2	4	1	4	3	3	3	2	1	4	1	1	1	4	3	3	2	3	2	4	3	2	3	1	1	4	2	2	4	1	4	3	2	2	4	1	4	2	4	3	1	2	3	1	7	4	2	1	4	4	3	3	2	3	3	4	3	4	4	1	3	4	4	3	2	2	4	3	1	2	3	2	2	3	4	3	4	3	1	4	2	3	2	3	17	58	204	38	1	1	3	140	298.830871582031	1	88	88	41	41	17	58	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	18	6	1	88	88	2	0	1	0	1	1	1	0	4	1	1	0	0	0	1	1	1	0	1	1	7	88	0	0	1	1	1	1	1	0	0	1	10	3	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	5	7	17	18	15	11	14	88	2	1	88	40	14	0	16	88	88	2	2	1	2	3	2	3	1	1	2	1	1	3	3	1	1	4	88	88	88	4	4	1	2	2	3	4	88	88	88	88	88	88	1	2	1	2	2	1	4	4	88	88	2	2	0	88	88	88	40	3	3	88	88	4
R28YRS	VN201037	12/22/2006	1	1	0	3	7	5	1	0	88	88	88	0	88	88	88	88	88	88	5	10	1	16	15	28	1	88	88	88	3	2	0	3	0	0	3	0	1	2	99	1	99	99	1	99	2	6	3	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	3	0	0	5	4	4	0	88	88	88	88	88	88	1	0	0	88	88	88	97	204	11	14	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	2	4	3	4	1	3	4	1	2	1	3	0	4	2	3	3	4	1	2	2	1	2	4	3	2	2	4	3	1	3	1	2	1	4	1	1	3	2	1	2	1	4	1	1	4	4	2	3	2	3	1	4	3	2	3	1	3	4	1	2	2	1	4	0	2	1	4	3	4	1	2	4	1	2	3	3	2	4	2	1	3	1	2	3	2	1	3	4	1	1	4	1	3	4	1	3	2	4	2	3	1	1	1	1	2	3	1	1	4	3	1	2	2	3	2	2	11	34	204	11	1	1	3	159	351.557220458984	1	88	88	41	41	11	34	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	11	44	1	88	88	1	0	1	1	1	1	1	0	5	1	0	1	1	1	1	1	1	0	1	1	9	12	88	88	1	1	1	1	1	1	0	1	20	3	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	4	8	18	1	24	14	8	88	2	1	88	40	14	1	88	88	88	2	3	1	1	2	2	1	1	1	1	1	1	4	4	1	1	4	88	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	1	2	1	4	1	1	4	1	88	88	4	4	0	88	88	88	37	3	4	9	16	4
R28YRS	VN201038	12/18/2006	1	1	0	3	6	5	1	0	88	88	88	0	88	88	88	88	88	88	10	17	88	28	88	88	1	88	88	88	3	0	0	3	0	0	3	0	2	99	99	2	99	99	2	99	2	3	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	9	2	2	0	0	5	3	3	0	88	88	88	88	88	88	3	1	0	88	88	88	73	204	11	40	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	2	4	1	4	2	1	3	2	1	3	3	1	4	2	2	4	3	4	4	3	4	1	3	1	3	2	4	2	3	3	3	1	2	2	1	2	4	3	2	2	4	3	4	3	3	2	1	4	1	4	3	2	3	2	1	4	1	1	4	4	2	3	2	3	0	4	3	2	3	1	3	4	1	2	2	1	4	0	2	1	4	3	4	2	4	4	4	2	3	1	4	4	2	1	3	1	2	3	2	1	2	4	1	2	2	1	3	4	1	3	2	3	2	3	1	2	2	2	3	3	1	1	4	3	1	4	2	3	2	2	12	0	204	21	1	1	3	149	317.714263916016	1	88	88	41	41	12	0	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	12	8	1	88	88	3	0	1	0	1	1	1	0	4	1	0	0	0	0	0	1	1	0	1	0	4	88	0	0	1	1	1	0	1	0	1	0	10	3	1	2	2	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	2	6	17	88	88	20	88	88	2	1	88	40	14	0	11	1	88	3	3	2	1	1	2	1	2	1	2	1	2	3	3	4	3	1	9	88	88	3	4	1	1	4	3	1	12	88	88	88	88	88	2	4	1	3	2	3	2	2	2	2	3	4	1	2	11	0	42	5	6	6	88	77
R28YRS	VN201039	12/17/2006	1	1	0	3	7	5	2	0	88	88	88	0	88	88	88	88	88	88	1	9	10	24	15	88	1	88	88	88	6	2	0	6	0	0	4	0	1	1	99	2	99	99	1	99	2	6	5	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	1	1	0	0	5	5	4	0	88	88	88	88	88	88	1	0	0	88	88	88	97	204	18	50	88	88	88	88	88	88	88	88	88	88	88	88	0	88	88	88	88	88	88	88	88	88	88	88	88	0	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	2	4	3	4	1	3	4	1	2	1	3	0	4	2	3	3	4	1	2	2	1	2	4	3	2	2	4	3	4	3	1	2	1	4	1	4	3	1	3	2	1	4	1	1	4	4	3	3	2	3	1	4	3	2	3	2	4	4	1	2	2	1	4	2	2	1	2	3	4	4	3	1	1	1	3	3	5	4	2	3	3	4	2	3	2	1	3	4	1	1	2	3	3	4	1	3	2	4	2	3	1	1	3	1	2	3	2	1	4	3	1	4	4	3	2	3	19	0	204	16	1	1	3	155	334.880981445313	1	88	88	41	41	19	0	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	19	14	1	88	88	2	0	1	1	1	1	1	1	6	1	1	0	0	1	1	0	1	1	1	1	8	11	88	88	1	1	1	1	1	1	1	1	6	2	1	3	1	88	88	88	88	88	0	0	0	0	0	0	0	88	88	88	88	88	88	88	2	6	7	17	18	1	14	7	17	2	1	88	40	14	1	88	88	88	1	1	1	1	1	1	1	1	1	2	1	1	4	4	1	1	4	88	88	88	4	4	1	1	2	1	4	88	88	88	88	88	88	1	4	1	4	2	1	88	2	4	4	88	4	0	88	88	88	4	3	3	88	88	4
R28YRS	VN201042	12/30/2006	1	1	1	1	7	10	2	0	88	88	88	0	88	88	88	88	88	88	9	5	88	88	88	88	1	88	88	88	4	0	4	0	0	0	4	0	1	99	1	99	99	99	1	99	3	9	88	1	88	1	88	88	88	88	-88	88	88	88	88	88	88	8	0	1	0	0	4	7	4	0	88	88	88	88	88	88	1	0	0	88	88	88	73	204	16	15	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	2	4	3	1	1	3	2	1	2	4	3	4	0	4	4	3	4	3	1	3	3	3	2	3	1	4	2	1	4	3	4	4	3	4	2	3	1	3	4	1	2	3	3	3	1	1	2	1	2	4	3	3	2	4	3	3	4	1	2	1	4	1	1	3	3	3	2	1	4	1	3	1	4	2	3	2	3	2	4	3	2	3	1	3	4	1	2	4	4	4	2	1	1	2	3	2	1	3	2	4	1	3	1	7	4	2	1	3	1	2	3	4	1	4	1	1	4	1	1	3	4	2	3	2	2	1	3	1	2	4	2	2	3	2	1	4	3	1	4	1	3	1	4	16	35	204	37	1	1	3	136	291.473693847656	1	88	88	41	41	16	35	4	3	419	45	8	2	2	1	2	4	7	400	9	348.996673583984	16	45	1	88	88	2	0	1	1	1	1	1	1	6	1	0	0	1	1	1	1	1	0	1	1	8	88	12	0	1	5	1	0	1	1	1	1	6	1	1	3	1	88	88	88	88	88	0	1	0	0	0	0	0	88	1	88	88	88	88	88	2	6	7	18	88	88	88	88	88	2	1	88	37	14	1	88	88	88	4	1	4	1	1	1	1	1	1	4	1	1	4	4	1	1	1	79	88	88	4	4	1	1	4	1	4	88	88	88	88	88	88	1	4	1	4	1	4	4	1	88	88	4	4	0	88	88	88	37	2	3	20	88	4
